FIPS,Alfalfa,Otherhay,Barley,Barley.Winter,Maize,Sorghum,Soybean,Wheat,Wheat.Winter
31095,4763,7167,0,0,69383,NA,63823,NA,NA
31097,4049,6731,0,0,39299,450,41757,NA,NA
31099,0,0,0,0,0,0,0,0,0
31101,1132,9756,0,0,33014,NA,1233,0,37246
31103,13363,49356,0,0,2191,NA,NA,NA,NA
31105,NA,NA,0,0,13606,NA,NA,0,104809
31107,39920,26219,NA,0,60527,NA,46972,NA,NA
31109,NA,NA,NA,0,155489,263,159088,NA,NA
31111,19661,43983,0,0,36048,450,4235,0,11465
31113,2754,18257,0,0,5220,0,NA,0,859
31115,2229,13259,0,0,690,0,NA,0,147
31117,367,9600,0,0,231,0,26,0,0
31119,9302,6719,0,0,64388,63,62183,NA,NA
31121,2720,4902,0,0,11061,NA,6082,24,602
31123,3290,16832,0,0,2180,184,NA,NA,NA
31125,6404,2649,0,0,26175,NA,23706,0,2809
31127,2238,2787,0,0,85681,0,90648,0,3436
31129,5265,6360,NA,0,69532,3690,44581,NA,NA
31131,6230,5718,0,0,139546,0,140649,0,3310
31133,4430,15014,0,0,55228,480,61997,0,5611
31135,746,6441,NA,0,100210,670,3456,0,65681
31137,1990,859,0,0,12953,NA,8281,0,1780
31139,7794,5370,0,0,49933,0,42227,0,6
31141,6151,4277,0,0,62000,NA,53124,NA,NA
31143,2275,2965,0,0,24225,NA,22657,0,143
31145,4550,5702,0,0,39291,4495,4133,0,52557
31147,NA,NA,0,0,102736,NA,99388,0,2431
31149,237,101986,0,0,NA,0,1071,0,0
31151,5518,4283,48,0,84769,NA,70844,NA,NA
31153,NA,NA,0,0,31666,0,31651,0,129
31155,7002,10308,0,0,131155,NA,124504,51,1366
31157,1251,735,0,0,2387,NA,0,NA,NA
31159,NA,NA,0,0,66282,1425,65962,NA,NA
31161,12073,48921,NA,0,7823,300,NA,900,29907
31163,11656,4822,0,0,13353,NA,7144,NA,NA
31165,1786,6072,NA,0,942,NA,0,0,2793
31167,11807,5744,0,0,64578,0,56755,NA,NA
31169,3651,3383,0,0,52110,NA,32808,0,15560
31171,NA,NA,0,0,NA,0,0,0,0
31173,NA,NA,0,0,97283,0,73920,NA,NA
31175,10817,4368,0,0,11780,NA,8882,NA,NA
31177,NA,NA,0,0,85840,0,85983,NA,NA
31179,9000,2143,0,0,88814,NA,73498,NA,NA
31181,7901,10362,0,0,38808,2057,30835,0,20476
31183,768,39906,0,0,NA,NA,1135,0,84
31185,1409,716,0,0,33205,694,19401,NA,NA
32001,0,0,0,0,0,0,0,0,0
32003,0,0,0,0,0,0,0,0,0
32005,0,0,0,0,0,0,0,0,0
32007,0,0,0,0,0,0,0,0,0
32009,0,0,0,0,0,0,0,0,0
32011,NA,NA,NA,0,0,0,0,NA,0
32013,191,100,0,0,NA,0,0,0,0
32015,24,280,0,0,0,0,0,NA,NA
32017,938,0,0,0,0,0,0,NA,NA
32019,287,130,0,0,NA,0,0,NA,NA
32021,0,0,0,0,0,0,0,0,0
32023,420,0,0,0,0,0,0,0,0
32027,0,0,0,0,0,0,0,NA,NA
32029,NA,NA,0,0,0,0,0,0,0
32031,233,205,0,0,0,0,0,0,0
32033,NA,NA,0,0,NA,0,0,NA,NA
32510,NA,NA,0,0,0,0,0,0,0
33001,0,0,0,0,0,0,0,0,0
33003,0,0,0,0,0,0,0,0,0
33005,0,0,0,0,0,0,0,0,0
33007,0,0,0,0,0,0,0,0,0
33009,0,0,0,0,0,0,0,0,0
33011,NA,NA,0,0,NA,0,0,0,0
33013,NA,NA,0,0,NA,0,0,0,0
33015,NA,NA,0,0,0,0,0,NA,NA
33017,NA,NA,6,0,18,0,0,NA,NA
33019,NA,NA,0,0,NA,0,0,0,0
34001,0,0,0,0,0,0,0,0,0
34003,0,0,0,0,0,0,0,0,0
34005,0,0,0,0,0,0,0,0,0
34007,0,0,0,0,0,0,0,0,0
34009,0,0,0,0,0,0,0,0,0
34011,858,3067,NA,0,5707,703,7528,0,4536
34013,0,0,0,0,0,0,0,0,0
34015,839,2463,NA,0,3314,NA,8096,0,3515
34017,0,0,0,0,0,0,0,0,0
34019,1629,26454,132,0,NA,20,NA,NA,NA
34021,119,1383,NA,0,NA,0,NA,0,324
34023,NA,NA,0,0,2636,0,3924,NA,NA
34025,NA,NA,18,0,2211,NA,5493,NA,NA
34027,237,3352,0,0,NA,0,NA,NA,NA
34029,NA,NA,0,0,NA,0,NA,NA,NA
34031,NA,NA,0,0,0,0,0,0,0
34033,2749,7063,950,0,16814,NA,22370,0,6615
34035,1121,8631,0,0,NA,NA,NA,NA,NA
34037,NA,NA,NA,0,NA,0,NA,NA,NA
34039,0,0,0,0,0,0,0,0,0
34041,1517,8631,NA,0,19561,0,5655,0,867
35001,0,0,0,0,0,0,0,0,0
35003,0,0,0,0,0,0,0,0,0
35005,0,0,0,0,0,0,0,0,0
35006,0,0,0,0,0,0,0,0,0
35007,0,0,0,0,0,0,0,0,0
35009,0,0,0,0,0,0,0,0,0
35011,0,NA,0,0,0,0,0,0,0
35013,220,231,0,0,0,NA,0,0,9
35015,34,68,0,0,0,NA,0,NA,NA
35017,10,1818,0,0,NA,0,0,0,0
35019,NA,NA,0,0,0,0,0,NA,NA
35021,0,NA,0,0,0,0,0,NA,NA
35023,0,0,0,0,NA,0,0,0,0
35025,82,1597,0,0,0,NA,0,NA,NA
35027,NA,NA,0,0,0,0,0,0,0
35028,NA,NA,0,0,0,0,0,0,0
35029,26,NA,0,0,NA,NA,0,NA,NA
35031,NA,NA,0,0,0,0,0,0,0
35033,404,765,0,0,NA,0,0,0,0
35035,1,NA,0,0,0,0,0,0,0
35037,NA,NA,0,0,0,NA,0,0,8774
35039,308,1996,0,0,0,0,0,NA,NA
35041,NA,NA,0,0,NA,3166,0,NA,NA
35043,145,65,0,0,5,0,0,NA,NA
35045,182,605,0,0,NA,NA,0,NA,NA
35047,90,640,0,0,NA,0,NA,NA,NA
35049,17,149,0,0,0,0,0,0,0
35051,136,NA,0,0,0,0,0,0,0
35053,229,42,0,0,NA,NA,0,NA,NA
35055,242,265,0,0,0,0,0,NA,NA
35057,0,0,0,0,NA,0,0,NA,NA
35059,NA,NA,0,0,0,NA,0,NA,NA
35061,345,127,0,0,NA,NA,0,NA,NA
36001,0,0,0,0,0,0,0,0,0
36003,0,0,0,0,0,0,0,0,0
36005,0,0,0,0,0,0,0,0,0
36007,0,0,0,0,0,0,0,0,0
36009,0,0,0,0,0,0,0,0,0
36011,NA,NA,665,0,NA,0,NA,NA,NA
36013,4300,32077,NA,0,12937,0,4619,NA,NA
36015,NA,NA,NA,0,3748,0,NA,NA,NA
36017,5710,NA,NA,0,6462,0,376,NA,NA
36019,5798,17421,0,0,10554,NA,NA,0,0
36021,NA,NA,0,0,NA,NA,NA,0,442
36023,NA,NA,88,0,5629,0,2040,39,92
36025,4638,26930,NA,0,NA,0,NA,NA,NA
36027,NA,NA,NA,0,6492,0,2442,NA,NA
36029,NA,NA,114,0,NA,0,NA,NA,NA
36031,3675,NA,0,0,314,0,NA,NA,NA
36033,6908,NA,99,0,9442,0,1377,0,16
36035,2660,NA,NA,0,901,0,237,NA,NA
36037,11495,4880,208,0,30369,NA,13327,NA,NA
36039,1213,NA,0,0,NA,0,NA,NA,NA
36041,0,0,0,0,0,0,0,0,0
36043,10588,NA,254,0,6552,0,1846,0,104
36045,10867,48257,335,0,NA,NA,7012,0,1552
36047,0,0,3,0,3,0,0,0,0
36049,8133,NA,86,0,8110,0,582,NA,NA
36051,7507,8789,97,0,NA,0,NA,NA,NA
36053,17061,NA,681,0,17800,0,8930,NA,NA
36055,3836,3306,NA,0,28474,0,NA,NA,NA
36057,13571,NA,NA,0,NA,0,2517,NA,NA
36059,0,0,0,0,0,0,0,0,0
36061,0,0,0,0,0,0,0,0,0
36063,7216,NA,291,0,NA,0,NA,NA,NA
36065,14430,24385,NA,0,24673,0,NA,NA,NA
36067,10790,NA,397,0,21876,0,11674,0,4216
36069,NA,NA,167,0,NA,0,NA,NA,NA
36071,1704,NA,NA,0,NA,0,1083,NA,NA
36073,NA,NA,NA,0,43607,0,NA,0,5514
36075,3846,NA,68,0,4419,0,3631,0,25
36077,9256,NA,77,0,NA,0,NA,NA,NA
36079,0,1016,0,0,0,0,0,0,0
36081,0,0,0,0,0,0,0,0,0
36083,5364,NA,NA,0,12697,0,1091,NA,NA
36085,0,0,0,0,0,0,0,0,0
36087,0,NA,0,0,0,0,0,0,0
36089,10867,62781,169,0,NA,0,3754,NA,NA
36091,NA,NA,NA,0,5383,0,806,0,0
36093,NA,NA,NA,0,NA,0,0,NA,NA
36095,NA,NA,41,0,NA,NA,199,NA,NA
36097,3568,9200,36,0,5812,0,1970,0,762
36099,0,0,0,0,0,0,0,0,0
36101,NA,NA,738,0,29936,NA,5936,NA,NA
36103,NA,NA,NA,0,1391,0,0,NA,NA
36105,714,NA,0,0,NA,0,0,0,0
36107,4209,18187,78,0,3747,0,NA,NA,NA
36109,3472,NA,196,0,8232,0,2561,NA,NA
36111,1268,NA,NA,0,NA,0,NA,NA,NA
36113,NA,NA,0,0,NA,0,NA,0,0
36115,11049,NA,18,0,6332,0,545,0,40
36117,NA,NA,NA,0,34185,NA,NA,0,2743
36119,NA,NA,0,0,NA,0,NA,0,0
36121,NA,NA,NA,0,NA,0,4297,NA,NA
36123,12625,7263,808,0,14884,0,NA,NA,NA
37001,0,0,0,0,0,0,0,0,0
37003,0,0,0,0,0,0,0,0,0
37005,0,0,0,0,0,0,0,0,0
37007,0,0,0,0,0,0,0,0,0
37009,0,0,0,0,0,0,0,0,0
37011,0,1247,0,0,60,0,0,0,0
37013,0,NA,0,0,41402,966,60067,0,31959
37015,0,654,0,0,10036,NA,26833,NA,NA
37017,NA,NA,0,0,16453,1721,10641,NA,NA
37019,0,1092,0,0,8725,NA,10610,0,4686
37021,NA,NA,NA,0,226,0,NA,NA,NA
37023,21,NA,NA,0,NA,0,670,0,288
37025,89,NA,921,0,NA,NA,6875,0,3496
37027,NA,NA,123,0,NA,0,802,0,639
37029,0,53,0,0,15077,0,26431,0,12637
37031,0,242,0,0,NA,538,NA,0,1160
37033,NA,NA,NA,0,771,0,1875,NA,NA
37035,120,10926,38,0,NA,0,NA,NA,NA
37037,86,13848,159,0,1645,645,1717,0,982
37039,NA,NA,0,0,541,0,NA,0,180
37041,0,209,NA,0,5571,797,14578,0,7732
37043,NA,NA,0,0,730,0,NA,0,0
37045,305,13826,430,0,NA,NA,NA,NA,NA
37047,NA,NA,0,0,33910,1231,43225,0,19055
37049,38,922,0,0,16276,932,20139,NA,NA
37051,0,3441,NA,0,NA,2461,15215,0,6616
37053,0,NA,0,0,14066,176,NA,0,10314
37055,0,0,0,0,NA,0,NA,NA,NA
37057,250,16799,493,0,NA,NA,NA,NA,NA
37059,75,10571,NA,0,6431,0,NA,NA,NA
37061,213,12778,0,0,35297,3199,52349,0,32055
37063,60,2484,0,0,NA,35,739,0,689
37065,0,NA,0,0,8164,NA,33680,0,9660
37067,400,7187,74,0,NA,0,4404,0,1659
37069,NA,NA,NA,0,NA,159,21796,0,9728
37071,149,7393,NA,0,227,0,2711,0,1586
37073,0,64,NA,0,4368,NA,20969,0,10829
37075,0,1040,0,0,4,0,0,0,0
37077,144,8610,NA,0,964,472,NA,0,2099
37079,0,804,NA,0,5814,353,27946,0,9614
37081,251,12197,930,0,3639,219,NA,NA,NA
37083,0,NA,0,0,NA,1706,26686,NA,NA
37085,NA,NA,NA,0,4638,2743,24466,0,8471
37087,324,5983,0,0,115,0,0,NA,NA
37089,54,4053,0,0,2435,0,NA,NA,NA
37091,0,722,0,0,7562,438,NA,NA,NA
37093,0,NA,0,0,NA,0,13404,0,6140
37095,0,NA,0,0,27505,NA,26060,0,15345
37097,NA,NA,NA,0,NA,88,NA,0,9898
37099,0,0,0,0,0,0,0,0,0
37101,NA,NA,87,0,8145,NA,58331,0,18552
37103,NA,NA,0,0,NA,1183,NA,NA,NA
37105,0,NA,0,0,NA,NA,NA,0,1622
37107,NA,NA,0,0,19510,2203,33139,0,15379
37109,75,NA,623,0,1310,NA,NA,0,4569
37111,0,NA,0,0,431,0,152,NA,NA
37113,28,3314,0,0,459,0,0,NA,NA
37115,183,5093,0,0,110,0,NA,NA,NA
37117,0,888,0,0,NA,1261,16270,0,7510
37119,NA,NA,0,0,682,0,960,0,645
37121,52,NA,0,0,49,0,0,0,0
37123,32,3000,0,0,1180,NA,NA,NA,NA
37125,46,6925,NA,0,1127,NA,NA,NA,NA
37127,NA,NA,NA,0,1750,815,34988,0,6491
37129,0,0,0,0,342,0,346,0,0
37131,0,NA,0,0,4289,NA,39614,0,12279
37133,0,1210,0,0,NA,2090,NA,NA,NA
37135,127,10551,240,0,NA,132,NA,0,1762
37137,0,NA,0,0,15306,NA,NA,0,14726
37139,0,140,0,0,21303,1193,36303,0,13439
37141,100,1526,0,0,8387,634,11221,NA,NA
37143,0,347,0,0,14578,637,37579,0,22324
37145,148,7280,260,0,3959,405,NA,0,10189
37147,NA,NA,NA,0,14823,2262,59475,0,20164
37149,65,5045,58,0,NA,NA,NA,NA,NA
37151,136,23989,543,0,NA,358,12294,NA,NA
37153,NA,NA,0,0,NA,241,NA,0,1908
37155,54,7676,NA,0,55108,NA,85816,NA,NA
37157,158,13720,140,0,1805,NA,2802,0,4307
37159,501,NA,1346,0,NA,NA,NA,NA,NA
37161,114,9105,0,0,NA,0,883,0,777
37163,346,16305,NA,0,28056,NA,57400,0,34435
37165,NA,NA,NA,0,4410,NA,10496,0,6226
37167,101,7934,427,0,NA,NA,12528,0,8316
37169,391,13413,0,0,1680,0,NA,NA,NA
37171,248,15679,3365,0,NA,0,12617,0,3456
37173,0,NA,0,0,56,0,6,0,0
37175,305,1798,0,0,382,0,NA,NA,NA
37177,0,30,0,0,21201,NA,28447,0,20046
37179,293,NA,NA,0,45644,851,73101,0,52990
37181,0,NA,0,0,70,170,6490,NA,NA
37183,100,4352,NA,0,942,NA,18785,0,7995
37185,NA,NA,32,0,270,NA,NA,0,3192
37187,0,330,0,0,25547,NA,24284,0,11947
37189,238,6078,0,0,63,0,0,0,0
37191,NA,NA,0,0,21897,NA,64738,NA,NA
37193,428,NA,0,0,7151,NA,1507,NA,NA
37195,NA,NA,0,0,8383,248,33247,NA,NA
37197,212,NA,1624,0,11971,0,17201,0,4952
37199,104,NA,0,0,43,0,0,0,0
38001,0,0,0,0,0,0,0,0,0
38003,0,0,0,0,0,0,0,0,0
38005,0,0,0,0,0,0,0,0,0
38007,0,0,0,0,0,0,0,0,0
38009,0,0,0,0,0,0,0,0,0
38011,NA,NA,NA,0,NA,0,NA,158866,10199
38013,16721,7810,35422,0,2774,0,NA,170859,16175
38015,NA,NA,15474,0,56446,0,29236,NA,15647
38017,NA,NA,NA,0,341314,0,485529,NA,2320
38019,2061,1525,43626,0,6845,0,58972,321128,21960
38021,17954,NA,NA,0,159835,0,162907,NA,NA
38023,NA,NA,NA,0,NA,0,NA,199645,20263
38025,NA,NA,NA,0,NA,0,0,132732,21029
38027,12426,16700,20370,0,NA,0,81470,NA,NA
38029,NA,NA,6625,0,104412,0,40151,NA,7586
38031,6646,5958,NA,0,54403,0,127988,NA,1314
38033,NA,NA,NA,0,5092,0,NA,NA,23057
38035,5195,10986,18723,0,133000,0,160255,155345,2502
38037,NA,NA,NA,0,54894,0,NA,NA,NA
38039,NA,NA,7260,0,36819,0,115884,65029,2542
38041,22320,13030,5442,0,40568,0,258,269219,29667
38043,73356,44549,13690,0,44112,0,34685,NA,NA
38045,NA,NA,3826,0,181755,0,248553,NA,1720
38047,NA,NA,8018,0,NA,0,NA,NA,2566
38049,NA,NA,29012,0,40060,0,32355,NA,18611
38051,35652,27705,3639,0,53270,0,108472,69873,10571
38053,44285,31122,13321,0,995,0,NA,185146,12823
38055,NA,NA,27044,0,50897,0,30597,NA,NA
38057,36235,16757,NA,0,18991,0,1000,NA,NA
38059,64239,44279,19253,0,49425,0,NA,205261,8943
38061,36731,20004,19562,0,5226,0,1975,244174,30067
38063,5197,7840,NA,0,30477,0,116739,NA,NA
38065,24604,11467,NA,0,17777,0,2290,53960,962
38067,NA,NA,9704,0,44281,0,136376,NA,7789
38069,17039,24581,NA,0,45459,0,NA,NA,8033
38071,NA,NA,65604,0,NA,0,NA,NA,9164
38073,NA,NA,803,0,85926,0,103825,NA,NA
38075,4826,4313,71838,0,5098,0,17186,150593,43267
38077,NA,NA,633,0,298977,0,312369,63215,700
38079,22838,21022,28357,0,3504,0,27483,NA,12687
38081,NA,NA,NA,0,129885,0,159808,27679,1411
38083,10218,12414,23714,0,20931,0,43364,112869,4231
38085,31814,18532,1915,0,NA,0,550,NA,NA
38087,NA,NA,5224,0,6324,0,0,135100,5158
38089,54983,23462,9295,0,NA,0,2400,NA,40632
38091,NA,NA,6690,0,107872,0,NA,46338,3146
38093,NA,NA,NA,0,226184,0,418983,NA,NA
38095,5371,NA,37226,0,NA,0,68640,NA,12421
38097,1131,931,NA,0,156253,0,NA,NA,6088
38099,0,0,0,0,0,0,0,0,0
38101,26597,22614,47159,0,16259,0,43361,317786,71679
38103,6738,17092,NA,0,94199,0,NA,NA,3333
38105,32025,7844,27972,0,793,0,1091,386124,22696
39001,0,0,0,0,0,0,0,0,0
39003,0,0,0,0,0,0,0,0,0
39005,0,0,0,0,0,0,0,0,0
39007,0,0,0,0,0,0,0,0,0
39009,0,0,0,0,0,0,0,0,0
39011,4368,967,0,0,70053,0,86872,0,13663
39013,NA,NA,NA,0,NA,0,NA,NA,NA
39015,2706,NA,0,0,NA,NA,81594,NA,NA
39017,4608,7462,NA,0,44895,0,48585,NA,NA
39019,9778,NA,39,0,10538,0,9672,0,978
39021,NA,NA,0,0,74072,NA,67703,NA,NA
39023,NA,NA,NA,0,68522,0,65732,NA,NA
39025,582,NA,0,0,24052,0,50286,0,911
39027,1793,2211,NA,0,76769,0,96520,0,2362
39029,10547,9720,22,0,20285,0,NA,0,4519
39031,NA,NA,59,0,NA,0,16800,0,1383
39033,2188,883,113,0,NA,0,107198,0,12429
39035,NA,NA,0,0,0,0,NA,0,0
39037,NA,NA,NA,0,129784,0,141455,0,11994
39039,2674,1459,NA,0,53400,0,105601,0,12058
39041,NA,NA,NA,0,42525,0,65716,0,3060
39043,1442,288,NA,0,27597,0,27449,0,6000
39045,4722,7332,NA,0,NA,0,NA,0,6689
39047,NA,NA,0,0,73963,0,91381,0,4290
39049,577,996,0,0,NA,0,NA,0,2060
39051,NA,NA,NA,0,NA,0,NA,0,12767
39053,1469,20208,0,0,2936,0,2737,0,33
39055,6122,6799,NA,0,NA,0,NA,0,403
39057,NA,NA,0,0,54856,0,57113,0,2739
39059,5216,29469,25,0,3066,0,2275,0,70
39061,547,1461,0,0,3187,0,2357,0,85
39063,2357,495,0,0,73663,0,111511,0,16836
39065,NA,NA,NA,0,NA,0,NA,0,6816
39067,6987,18800,NA,0,4351,0,2926,0,225
39069,NA,NA,0,0,81026,0,101634,0,22947
39071,5274,NA,36,0,50035,NA,96147,0,5913
39073,366,5451,0,0,1910,0,2600,0,154
39075,22917,NA,560,0,32186,0,18088,0,1718
39077,3855,1975,NA,0,81134,0,95000,0,8565
39079,731,14129,0,0,NA,NA,3667,0,266
39081,6103,12398,77,0,1242,0,183,0,88
39083,NA,NA,133,0,NA,NA,NA,0,3096
39085,401,NA,0,0,310,0,482,0,50
39087,550,8945,0,0,576,0,1094,0,61
39089,6139,15575,0,0,NA,NA,60544,0,4330
39091,5635,2590,NA,0,68687,0,NA,0,4386
39093,NA,NA,NA,0,26746,0,NA,NA,NA
39095,347,118,0,0,NA,0,NA,0,3663
39097,2685,1975,0,0,NA,0,NA,0,6258
39099,0,0,0,0,0,0,0,0,0
39101,1343,1060,NA,0,61715,3,NA,0,6088
39103,NA,NA,43,0,NA,0,NA,0,1750
39105,2210,13080,0,0,2078,0,1067,NA,NA
39107,8314,1681,0,0,NA,0,103534,0,17213
39109,3886,NA,NA,0,70250,0,74991,0,4949
39111,3691,17832,40,0,618,0,NA,NA,NA
39113,2438,3098,26,0,45224,NA,NA,0,1698
39115,4897,11122,NA,0,3079,0,872,0,93
39117,4723,3660,NA,0,NA,0,65694,0,8111
39119,12247,22147,48,0,19226,0,13843,0,981
39121,2713,20266,0,0,419,0,0,NA,NA
39123,NA,NA,0,0,NA,0,60815,0,3782
39125,1064,2375,0,0,56120,NA,107517,0,20727
39127,NA,NA,NA,0,23048,0,NA,0,909
39129,2445,2742,0,0,NA,NA,124816,0,10831
39131,NA,NA,0,0,14939,0,18875,0,648
39133,NA,NA,0,0,15526,0,NA,0,2252
39135,4484,2376,NA,0,NA,NA,85499,0,5014
39137,3785,3060,0,0,84454,0,150554,0,30037
39139,NA,NA,86,0,NA,0,42648,0,5603
39141,4280,7728,59,0,NA,NA,53533,0,6648
39143,2913,438,NA,0,64757,0,82191,0,7182
39145,NA,NA,0,0,7303,0,14054,0,806
39147,2695,1107,NA,0,97318,0,126506,0,17562
39149,4910,2056,NA,0,NA,0,81811,0,10478
39151,NA,NA,121,0,32280,0,32613,0,6689
39153,1190,1362,NA,0,2222,0,1885,0,188
39155,4005,NA,NA,0,21561,0,NA,0,1711
39157,10058,14951,137,0,17851,0,NA,0,1846
39159,4032,2204,0,0,NA,0,NA,0,8105
39161,1267,379,0,0,NA,0,NA,0,15217
39163,NA,NA,0,0,1567,0,697,NA,NA
39165,2271,4553,0,0,25653,0,39675,0,2391
39167,4874,17965,109,0,NA,0,7515,0,1122
39169,NA,NA,807,0,64986,0,51577,0,7524
39171,NA,NA,0,0,52689,0,NA,0,15477
39173,3025,375,NA,0,87311,0,NA,0,21739
39175,1197,419,0,0,79968,0,99728,0,10092
40001,0,0,0,0,0,0,0,0,0
40003,0,0,0,0,0,0,0,0,0
40005,0,0,0,0,0,0,0,0,0
40007,0,0,0,0,0,0,0,0,0
40009,0,0,0,0,0,0,0,0,0
40011,2127,25744,NA,0,NA,3487,NA,0,147132
40013,NA,NA,0,0,1066,0,4178,0,6567
40015,NA,NA,NA,0,2285,5026,3616,0,108606
40017,7863,41059,0,0,2061,NA,3558,0,148854
40019,874,NA,NA,0,0,0,NA,0,1041
40021,165,NA,0,0,0,0,0,NA,NA
40023,NA,NA,0,0,NA,0,NA,0,1822
40025,NA,NA,0,0,1651,17008,0,0,196076
40027,2177,21349,0,0,1350,NA,NA,NA,NA
40029,0,33809,0,0,0,0,486,0,877
40031,NA,NA,NA,0,NA,150,0,NA,NA
40033,225,17727,NA,0,0,NA,0,0,107334
40035,61,NA,0,0,5876,1915,12145,0,9188
40037,298,42039,0,0,391,0,292,0,2074
40039,8542,29235,NA,0,NA,2510,NA,0,154237
40041,333,NA,0,0,NA,NA,1208,0,1895
40043,NA,NA,0,0,NA,190,NA,0,78828
40045,854,13229,0,0,NA,674,NA,0,46954
40047,6021,33982,0,0,NA,NA,NA,0,271210
40049,NA,NA,0,0,6330,191,3904,NA,NA
40051,17890,46068,NA,0,1783,NA,1870,0,56346
40053,NA,NA,0,0,13998,17163,NA,NA,NA
40055,1885,8596,0,0,0,NA,0,0,85401
40057,827,6938,0,0,NA,NA,0,0,62454
40059,998,8098,0,0,NA,NA,0,0,71450
40061,NA,NA,0,0,0,0,NA,NA,NA
40063,NA,NA,0,0,430,18,1687,0,1094
40065,1428,12067,0,0,0,531,0,0,185658
40067,0,NA,0,0,NA,NA,0,0,13174
40069,NA,NA,0,0,0,0,0,NA,NA
40071,NA,NA,0,0,28081,8494,42275,NA,NA
40073,5423,34167,NA,0,NA,908,1727,0,190876
40075,NA,NA,2018,0,276,2252,1140,0,221248
40077,49,NA,0,0,0,0,0,NA,NA
40079,NA,NA,0,0,NA,0,7156,NA,NA
40081,1995,64481,0,0,354,150,264,0,5024
40083,NA,NA,0,0,NA,2395,NA,0,43003
40085,NA,NA,0,0,NA,740,NA,0,1435
40087,NA,NA,NA,0,2412,NA,NA,0,11346
40089,514,41964,0,0,NA,0,2135,0,2120
40091,155,41884,0,0,NA,NA,705,NA,NA
40093,4905,25115,0,0,356,2960,1314,0,101099
40095,NA,NA,NA,0,0,NA,0,0,3485
40097,563,51056,NA,0,1388,993,6387,0,6495
40099,0,0,0,0,0,0,0,0,0
40101,NA,NA,0,0,4908,846,8759,NA,NA
40103,7147,NA,0,0,NA,938,NA,0,94413
40105,565,39984,0,0,1574,996,4465,0,5462
40107,NA,NA,0,0,NA,NA,NA,0,409
40109,3426,16690,0,0,1929,NA,NA,0,7607
40111,525,NA,0,0,1707,NA,NA,0,2656
40113,1448,NA,0,0,NA,NA,NA,NA,NA
40115,449,44561,0,0,6331,NA,15976,0,18643
40117,1441,20817,0,0,0,NA,3477,0,8132
40119,NA,NA,0,0,2438,2141,NA,NA,NA
40121,NA,NA,0,0,NA,109,1118,0,324
40123,140,37863,0,0,145,NA,NA,NA,NA
40125,2106,43954,0,0,1695,397,2121,NA,NA
40127,0,22505,0,0,0,0,0,0,0
40129,3888,19424,0,0,NA,144,0,0,35830
40131,370,NA,0,0,NA,645,3190,0,4713
40133,691,NA,0,0,600,0,0,NA,NA
40135,NA,NA,0,0,4025,0,8238,NA,NA
40137,1227,29069,0,0,NA,0,0,0,10965
40139,642,5993,0,0,8295,32880,679,0,161279
40141,5828,9894,NA,0,NA,1764,NA,0,151539
40143,NA,NA,0,0,NA,NA,1395,0,2328
40145,528,34382,0,0,NA,565,18059,0,10336
40147,NA,NA,0,0,NA,240,NA,NA,NA
40149,NA,NA,0,0,1538,NA,60,0,220963
40151,7092,18100,0,0,0,725,0,0,133966
40153,760,18413,0,0,NA,759,NA,0,53739
41001,0,0,0,0,0,0,0,0,0
41003,0,0,0,0,0,0,0,0,0
41005,0,0,0,0,0,0,0,0,0
41007,0,0,0,0,0,0,0,0,0
41009,0,0,0,0,0,0,0,0,0
41011,NA,NA,NA,0,0,0,0,0,0
41013,2315,6921,NA,0,0,0,0,NA,NA
41015,NA,NA,0,0,0,0,0,0,0
41017,114,852,NA,0,NA,0,0,NA,NA
41019,405,23690,NA,0,0,0,0,NA,NA
41021,NA,NA,7053,0,NA,0,0,NA,NA
41023,1442,5881,NA,0,NA,0,0,NA,NA
41025,3701,29006,NA,0,0,0,0,NA,NA
41027,0,93,0,0,0,0,0,0,0
41029,920,3117,224,0,62,0,0,NA,NA
41031,838,660,NA,0,0,0,NA,1704,2079
41033,NA,NA,NA,0,0,0,0,0,0
41035,6997,6631,5317,0,0,0,0,NA,NA
41037,1101,4919,NA,0,0,0,0,0,0
41039,223,23454,NA,0,0,0,0,NA,NA
41041,0,NA,0,0,0,0,0,0,0
41043,262,16940,NA,0,NA,0,0,NA,NA
41045,2972,3920,NA,0,411,NA,NA,581,4563
41047,1304,11094,175,0,NA,0,0,3158,14589
41049,578,362,NA,0,1724,0,0,14277,122675
41051,133,3246,NA,0,NA,0,0,NA,NA
41053,NA,NA,NA,0,NA,0,0,NA,NA
41055,NA,NA,10975,0,0,0,0,NA,NA
41057,NA,NA,0,0,0,0,0,0,0
41059,2612,3969,1471,0,693,0,0,17763,204988
41061,9433,10198,3670,0,50,0,NA,2533,14746
41063,3764,4453,2369,0,NA,0,0,4250,5407
41065,1497,3090,1713,0,0,0,0,4248,49709
41067,258,7050,319,0,NA,0,0,2245,12949
41069,634,1341,0,0,0,0,0,NA,NA
41071,1101,11495,NA,0,0,0,0,3156,11186
42001,0,0,0,0,0,0,0,0,0
42003,0,0,0,0,0,0,0,0,0
42005,0,0,0,0,0,0,0,0,0
42007,0,0,0,0,0,0,0,0,0
42009,0,0,0,0,0,0,0,0,0
42011,16402,21855,4188,0,52664,27,31857,0,10873
42013,NA,NA,NA,0,14674,0,NA,NA,NA
42015,NA,NA,68,0,15639,0,1946,0,187
